Authors,Author Full Names,Title,Source Title,Document Type,Publisher,Publication Year,Volume,Issue,DOI,Link,ISSN,ISBN,Number of Pages,Author Keywords,Language,Source,Abstract
"Cugini, F; Scano, D; Giorgetti, A; Sgambelluri, A; Castoldi, P; Paolucci, F","Cugini, Filippo; Scano, Davide; Giorgetti, Alessio; Sgambelluri, Andrea; Castoldi, Piero; Paolucci, Francesco",P4 Programmability at the Network Edge: the BRAINE Approach [Invited],30TH INTERNATIONAL CONFERENCE ON COMPUTER COMMUNICATIONS AND NETWORKS (ICCCN 2021),Proceedings Paper,IEEE,2021,,,10.1109/ICCCN52240.2021.9522351,http://dx.doi.org/10.1109/ICCCN52240.2021.9522351,1095-2055,978-0-7381-1330-2,,P4; security; programmability; programmable data plane; 5G; GTP; INT; in-band telemetry,English,Web of Science,"Network programmability based on the P4 language is gaining consensus in multiple scenarios, including edge computing. In this work, we present the P4-based edge networking solutions adopted in the framework of the EU-funded BRAINE Project. The project targets the design and development of a powerful edge micro data center (EMDC) aiming at boosting artificial intelligence (AI) at the network edge. The EMDC will encompass an embedded programmable P4 ASIC supporting unprecedented intra- and inter-edge/fog interconnection. In this paper, a selection of the solutions to be supported by the P4 switch embedded within the BRAINE EMDC is presented. They include decentralized traffic engineering solutions driven in-band telemetry (INT), quality of service enforcement and verification, 5G network function virtualization, and decentralized cyber-security at the edge."
"Ferreira, CMS; Garrocho, CTB; Oliveira, RAR; Silva, JS; Cavalcanti, CFMD","Soares Ferreira, Celio Marcio; Batista Garrocho, Charles Tim; Rabelo Oliveira, Ricardo Augusto; Silva, Jorge Sa; Marcelo da Cunha Cavalcanti, Carlos Frederico",IoT Registration and Authentication in Smart City Applications with Blockchain,SENSORS,Article,MDPI,2021,21,4,10.3390/s21041323,http://dx.doi.org/10.3390/s21041323,,,,Blockchain; Smart City; Smart contract; IoT,English,Web of Science,"The advent of 5G will bring a massive adoption of IoT devices across our society. IoT Applications (IoT Apps) will be the primary data collection base. This scenario leads to unprecedented scalability and security challenges, with one of the first areas for these applications being Smart Cities (SC). IoT devices in new network paradigms, such as Edge Computing and Fog Computing, will collect data from urban environments, providing real-time management information. One of these challenges is ensuring that the data sent from Edge Computing are reliable. Blockchain has been a technology that has gained the spotlight in recent years, due to its robust security in fintech and cryptocurrencies. Its strong encryption and distributed and decentralized network make it potential for this challenge. Using Blockchain with IoT makes it possible for SC applications to have security information distributed, which makes it possible to shield against Distributed Denial of Service (DDOS). IoT devices in an SC can have a long life, which increases the chance of having security holes caused by outdated firmware. Adding a layer of identification and verification of attributes and signature of messages coming from IoT devices by Smart Contracts can bring confidence in the content. SC Apps that extract data from legacy and outdated appliances, installed in inaccessible, unknown, and often untrusted urban environments can benefit from this work. Our work's main contribution is the development of API Gateways to be used in IoT devices and network gateway to sign, identify, and authorize messages. For this, keys and essential characteristics of the devices previously registered in Blockchain are used. We will discuss the importance of this implementation while considering the SC and present a testbed that is composed of Blockchain Ethereum and real IoT devices. We analyze the transfer time, memory, and CPU impacts during the sending and processing of these messages. The messages are signed, identified, and validated by our API Gateways and only then collected for an IoT data management application."
"Nguyen, DC; Pathirana, PN; Ding, M; Seneviratne, A","Nguyen, Dinh C.; Pathirana, Pubudu N.; Ding, Ming; Seneviratne, Aruna",A Cooperative Architecture of Data Offloading and Sharing for Smart Healthcare with Blockchain,2021 IEEE INTERNATIONAL CONFERENCE ON BLOCKCHAIN AND CRYPTOCURRENCY (ICBC),Proceedings Paper,IEEE,2021,,,10.1109/ICBC51069.2021.9461063,http://dx.doi.org/10.1109/ICBC51069.2021.9461063,,978-1-6654-3578-9,,Blockchain; smart contracts; mobile edge computing; data offloading; data sharing; smart healthcare,English,Web of Science,"The healthcare industry has witnessed significant transformations in e-health services where Electronic Health Records (EHRs) are transferred to mobile edge clouds to facilitate healthcare. Many edge cloud-based system designs have been proposed, but some technical challenges still remain, such as low quality of services (QoS), data privacy and system security due to centralized healthcare architectures. In this paper, we propose a novel hybrid approach of data offloading and data sharing for healthcare using edge cloud and blockchain. First, an efficient data offloading scheme is proposed where IoT health data can be offloaded to nearby edge servers for data processing with privacy awareness. Then, a data sharing scheme is integrated to enable data exchange among healthcare users via blockchain. Particularly, a trustworthy access control mechanism is developed using smart contracts for access authentication to achieve secure EHRs sharing. Implementation results from extensive real-world experiments show the superior advantages of the proposal over the existing schemes in terms of improved QoS, enhanced data privacy and security, and low smart contract costs."
"Wang, L; Sun, XF; Jiang, RH; Jiang, WY; Zhong, ZD; Ng, DWK","Wang, Lei; Sun, Xiaofang; Jiang, Ruihong; Jiang, Wenyi; Zhong, Zhangdui; Ng, Derrick Wing Kwan",Optimal Energy Efficiency for Multi-MEC and Blockchain Empowered IoT: a Deep Learning Approach,IEEE INTERNATIONAL CONFERENCE ON COMMUNICATIONS (ICC 2021),Proceedings Paper,IEEE,2021,,,10.1109/ICC42927.2021.9500558,http://dx.doi.org/10.1109/ICC42927.2021.9500558,1550-3607,978-1-7281-7122-7,,,English,Web of Science,"Wireless Internet-of-Things (IoT) networks empowered by blockchain have became a promising architecture to establish trust and consensus mechanisms in a distributed manner. However, the computational complexity and limited on-board energy of wireless devices impose great challenges on applying blockchain into IoT networks. To address this issue, this work introduces multiple mobile edge computing (MEC) to provide sufficient computational power for miners (i.e., IoT devices). As such, the computation-intensive tasks of the miners can be either computed locally or offloaded to some certain MEC servers to fully exploit the computation resources. Moreover, to decrease the energy consumption of the IoT networks, an optimization problem is formulated to maximize the energy efficiency of IoT devices by jointly optimizing the computation mode selection and power allocation. Since the formulated problem is generally intractable with mixed-integer variables, an Fmincon-based algorithm is proposed, which guarantees a globally optimal solution. To further reduce the computational complexity of the proposed optimal method, a Deep Neural Network (DNN)-based deep learning method is applied to facilitate the computation of the proposed algorithm. Finally, numerical results demonstrate the advantages of the proposed network architecture and the algorithm in terms of both the energy and computational efficiency."
"Andersen, T; Jaeger, B","Andersen, Terje; Jaeger, Bjorn","Circularity for Electric and Electronic Equipment (EEE), the Edge and Distributed Ledger (Edge&DL) Model",SUSTAINABILITY,Article,MDPI,2021,13,17,10.3390/su13179924,http://dx.doi.org/10.3390/su13179924,,,,circularity; circular supply chains; distributed ledger; edge computing; e-waste; WEEE; case study,English,Web of Science,"In the transition to a circular focus on electric and electronic products, manufacturers play a key role as the originators of both the products and the information about the products. While the waste electric and electronic equipment (WEEE) directive's contemporary focus is on handling the product as waste after its end of life, the circular economy focuses on retaining the product's value with a restorative system. The polluter-pays principle requires producers of pollution to bear the costs of handling the pollution, leading to the extended producer responsibility (EPR) principle. This requires manufacturers to change their focus from their current passive role of out-sourcing end-of-life treatment to taking explicit responsibility for product management over an extended period of time. This paper investigates how a manufacturer can assume its responsibility to achieve circularity for its products. Based on our findings, three fundamental circularity principles, the circular electric and electronic equipment (CEEE) principles, for manufactures of electronic and electrical equipment are defined: (1) Serialize product identifiers, (2) data controlled by their authoritative source at the edge, and (3) independent actors' access to edge data via a distributer ledger are the foundation of the Edge and Distributed Ledger (Edge&DL) model. We demonstrate the model through a case study of how to achieve circularity for lighting equipment. The CEEE principles and the demonstrated model contribute to building new circularity systems for electronic and electric products that let manufacturers undertake their extended product responsibility."
"Pena, MAL; Fernandez, IM","Lopez Pena, Miguel Angel; Munoz Fernandez, Isabel",SAT-IoT: An Architectural Model for a High-Performance Fog/Edge/Cloud IoT Platform,2019 IEEE 5TH WORLD FORUM ON INTERNET OF THINGS (WF-IOT),Proceedings Paper,IEEE,2019,,,,,,978-1-5386-4980-0,6,Internet of Things (IoT); Fog Computing; Edge Computing; Cloud Computing; IoT Platform; IoT Architectural Reference Models; Edge/Cloud Computing Location Transparency; Distributed Computing; IoT Visualization; IoT Topology Management; IT/IoT Automation; Blockchain in IoT,English,Web of Science,"Current new IoT standards do not detail enough some important and emergent aspects as the Fog/Edge computing support, the IoT computation topology management or the IoT visualization systems. This work defines three new concepts: a) the paradigm of edge/cloud computing transparency that lets the computation nodes change dynamically without administrator intervention; b) the IoT computing topology management that gives an IoT system global view, from the hardware and communication infrastructures to the software deployed on them, and c) the automation and integration of IoT visualization systems for real time data visualization, current IoT topology and current paths of data flows. It is also defined a new architectural model that includes these concepts and covers other IoT demands, like security safeguard services based on Blockchain. This architectural model definition is taken as the basis for developing a new advanced IoT platform referred as SAT-IoT."
"Almadhoun, R; Kadadha, M; Alhemeiri, M; Alshehhi, M; Salah, K","Almadhoun, Randa; Kadadha, Maha; Alhemeiri, Maya; Alshehhi, Maryam; Salah, Khaled",A User Authentication Scheme of IoT Devices using Blockchain-enabled Fog Nodes,2018 IEEE/ACS 15TH INTERNATIONAL CONFERENCE ON COMPUTER SYSTEMS AND APPLICATIONS (AICCSA),Proceedings Paper,IEEE,2018,,,,,2161-5322,978-1-5386-9120-5,,IoT; IoT Security; Blockchain; Fog Computing; Edge Computing; Authentication,English,Web of Science,"These days, IoT devices are deployed at a massive scale, with Cisco predicting 20 billion devices by the year 2020. As opposed to endpoint devices, IoT devices are resource-constrained devices, incapable of securing and defending themselves, and can be easily hacked and compromised. Fog computing can augment such capacity limitations by providing localized compute, storage, and networking for a group of IoT devices. As fog nodes are deployed in close proximity to IoT devices, fog computing can be more effective than cloud computing. Furthermore, Blockchain has emerged as technology with capabilities to provide secure management, authentication and access to IoT devices and their data, in decentralized manner with high trust, integrity, and resiliency. In this paper, we propose a user authentication scheme using blockhain-enabled fog nodes in which fog nodes interface to Ethereum smart contracts to authenticate users to access IoT devices. The fog nodes are used to provide scalability to the system by relieving the IoT devices from carrying out heavy computation involving tasks related to authentication and communicating with the blockchain. We describe system components, architecture and design, and we discuss key aspects related to security analysis, functionality, testing and implementation of the smart contracts. The full code of the smart contracts for authentication registry, lists, rules and logic is also made publicly available at Github."
"Owoh, NP; Singh, MM","Owoh, Nsikak Pius; Singh, Manmeet Mahinderjit",Applying Diffie-Hellman Algorithm to Solve the Key Agreement Problem in Mobile Blockchain-based Sensing Applications,INTERNATIONAL JOURNAL OF ADVANCED COMPUTER SCIENCE AND APPLICATIONS,Article,SCIENCE & INFORMATION SAI ORGANIZATION LTD,2019,10,3,,,2158-107X,,10,Internet of Things; mobile crowd sensing; edge computing; sensor data encryption; mining; smart contract,English,Web of Science,"Mobile blockchain has achieved huge success with the integration of edge computing services. This concept, when applied in mobile crowd sensing, enables transfer of sensor data from blockchain clients to edge nodes. Edge nodes perform proof-of-work on sensor data from blockchain clients and append validated data to the chain. With this approach, blockchain can be performed pervasively. However, securing sensitive sensor data in a mobile blockchain (client/edge node architecture) becomes imperative. To this end, this paper proposes an integrated framework for mobile blockchain which ensures key agreement between clients and edge nodes using Elliptic Curve Diffie-Hellman algorithm. Also, the framework provides efficient encryption of sensor data using the Advanced Encryption Standard algorithm. Finally, key agreement processes in the framework were analyzed and results show that key pairing between the blockchain client and the edge node is a non-trivial process."
"Asheralieva, A; Niyato, D","Asheralieva, Alia; Niyato, Dusit",Reputation-Based Coalition Formation for Secure Self-Organized and Scalable Sharding in IoT Blockchains With Mobile-Edge Computing,IEEE INTERNET OF THINGS JOURNAL,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,7,12,10.1109/JIOT.2020.3002969,http://dx.doi.org/10.1109/JIOT.2020.3002969,2327-4662,,21,Blockchain; Internet of Things; Security; Throughput; Peer-to-peer computing; Task analysis; Games; Blockchains; edge computing; game theory; Internet of Things (IoT); reputation management; security; self-organization; trust,English,Web of Science,"We propose a fully distributed system architecture and a scalable self-organized sharding scheme for the Internet-of-Things (IoT) blockchains that can guarantee system security without reducing its throughput. In the system, the IoT devices are supported by the set of blockchain peers that gather, process, verify, and store the blocks of IoT transaction records. To support communications among peers, the system is realized in the mobile-edge computing (MEC) network. We design a new consensus mechanism in which each peer votes on the outputs of each block task in its shard. The peer's voting power is computed from its reputation, i.e., trustworthiness in the system. By adopting a reputation-based coalitional game model, we formulate a novel self-organized shard formation algorithm in which each peer acts as a rational player aiming to maximize both its payoff and the coalitional reputation. We prove that the algorithm converges to the reputation-based stable shard structure, i.e., a structure that maximizes the payoff and coalitional reputation of each peer without negatively affecting other peers. The algorithm shows a superior performance in terms of system security and throughput when compared to state-of-the-art sharding schemes and reputation-based blockchains."
"Li, J; Cheng, JR; Xiong, NX; Zhan, LG; Zhang, Y","Li, Jun; Cheng, Jieren; Xiong, Naixue; Zhan, Lougao; Zhang, Yuan",A Distributed Privacy Preservation Approach for Big Data in Public Health Emergencies Using Smart Contract and SGX,CMC-COMPUTERS MATERIALS & CONTINUA,Article,TECH SCIENCE PRESS,2020,65,1,10.32604/cmc.2020.011272,http://dx.doi.org/10.32604/cmc.2020.011272,1546-2218,,19,SGX; big data; privacy protection; smart contract; access control,English,Web of Science,"Security and privacy issues have become a rapidly growing problem with the fast development of big data in public health. However, big data faces many ongoing serious challenges in the process of collection, storage, and use. Among them, data security and privacy problems have attracted extensive interest. In an effort to overcome this challenge, this article aims to present a distributed privacy preservation approach based on smart contracts and Intel Software Guard Extensions (SGX). First of all, we define SGX as a trusted edge computing node, design data access module, data protection module, and data integrity check module, to achieve hardware-enhanced data privacy protection. Then, we design a smart contract framework to realize distributed data access control management in a big data environment. The crucial role of the smart contract was revealed by designing multiple access control contracts, register contracts, and history contracts. Access control contracts provide access control methods for different users and enable static access verification and dynamic access verification by checking the user's properties and history behavior. Register contract contains user property information, edge computing node information, the access control and history smart contract information, and provides functions such as registration, update, and deletion. History contract records the historical behavior information of malicious users, receives the report information of malicious requestors from the access control contract, implements a misbehavior check method to determines whether the requestor has misbehavior, and returns the corresponding result. Finally, we design decentralized system architecture, prove the security properties, and analysis to verify the feasibility of the system. Results demonstrate that our method can effectively improve the timeliness of data, reduce network latency, and ensure the security, reliability, and traceability of data."
"Schmid, R; Pfitzner, B; Beilharz, J; Arnrich, B; Polze, A","Schmid, Robert; Pfitzner, Bjarne; Beilharz, Jossekin; Arnrich, Bert; Polze, Andreas",Tangle Ledger for Decentralized Learning,2020 IEEE 34TH INTERNATIONAL PARALLEL AND DISTRIBUTED PROCESSING SYMPOSIUM WORKSHOPS (IPDPSW 2020),Proceedings Paper,IEEE COMPUTER SOC,2020,,,10.1109/IPDPSW50202.2020.00144,http://dx.doi.org/10.1109/IPDPSW50202.2020.00144,2164-7062,978-1-7281-7445-7,8,machine learning; consensus protocol; edge computing; information security; fault tolerance,English,Web of Science,"Federated learning has the potential to make machine learning applicable to highly privacy-sensitive domains and distributed datasets. In some scenarios, however, a central server for aggregating the partial learning results is not available. In fully decentralized learning, a network of peer-to-peer nodes collaborates to form a consensus on a global model without a trusted aggregating party. Often, the network consists of Internet of Things (IoT) and Edge computing nodes. Previous approaches for decentralized learning map the gradient batching and averaging algorithm from traditional federated learning to blockchain architectures. In an open network of participating nodes, the threat of adversarial nodes introducing poisoned models into the network increases compared to a federated learning scenario which is controlled by a single authority. Hence, the decentralized architecture must additionally include a machine learning-aware fault tolerance mechanism to address the increased attack surface. We propose a tangle architecture for decentralized learning, where the validity of model updates is checked as part of the basic consensus. We provide an experimental evaluation of the proposed architecture, showing that it performs well in both model convergence and model poisoning protection."
"Lin, D; Hu, S; Gao, Y; Tang, Y","Lin, Di; Hu, Su; Gao, Yuan; Tang, Yu",Optimizing MEC Networks for Healthcare Applications in 5G Communications With the Authenticity of Users' Priorities,IEEE ACCESS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2019,7,,10.1109/ACCESS.2019.2922442,http://dx.doi.org/10.1109/ACCESS.2019.2922442,2169-3536,,9,Mobile edge computing; healthcare applications; 5G mobile communications; blockchain; transmission delay; computation delay,English,Web of Science,"Mobile edge computing (MEC) is pervasive to support high-speed end-to-end data transmission and computation for 5th generation (5G) mobile communications by offloading computation tasks to the cloud at the edge of a cellular base station. In a cellular network for healthcare applications, we must consider the different priorities of data transmission and computation by referring to the emergency levels of patients. A critical issue of determining the allocation of wireless resources among users is the authenticity of their priorities (i.e., emergency levels). Without authenticating the users' priorities, a user who advocates a higher emergency level can allocate more wireless resources, leading to the insufficient wireless resources to the users who are actually in high priorities. In this paper, we investigate the optimization of end-to-end delay of wireless users in a cellular network with the authenticity of their priorities by blockchain consensus and propose an algorithm of allocating communication and computation resources to minimize the delay of data transmission and computation. The numerical results illustrate that our proposed algorithm is capable of dramatically reducing the end-to-end delay under the various scenarios of healthcare applications."
"Weerapanpisit, P; Trilles, S; Huerta, J; Painho, M","Weerapanpisit, Ponlawat; Trilles, Sergio; Huerta, Joaquin; Painho, Marco",Enabling Geospatial Context in an IoT Decentralised Reputation Management System using Ethereum Smart Contracts,2021 IEEE INTERNATIONAL CONFERENCE ON OMNI-LAYER INTELLIGENT SYSTEMS (IEEE COINS 2021),Proceedings Paper,IEEE,2021,,,10.1109/COINS51742.2021.9524217,http://dx.doi.org/10.1109/COINS51742.2021.9524217,,978-1-6654-3156-9,6,Internet of Things; Reputation Management; Geocoding; Blockchain,English,Web of Science,"Social Internet of Things (SIoT) is a concept that integrates the Internet of Things and human social networks. An SIoT system has to store and manage device reputation values, which are used by end devices to determine the trustworthiness of another one. This device trustworthiness can also be affected by its geographical location. In this work, we introduced an architecture that includes the geospatial context in the part concerned with reputation management. The proposed architecture is based on the cloud-fog-edge architecture and uses the fog layer as the management system. The devices in the fog layer form an Ethereum Blockchain network and store the Smart Contracts. These in turn allow the management functionalities to be carried out in a decentralised, transparent and secure way, which are the advantages of Blockchain. To enable the characteristics with a geospatial component, it is necessary to apply a geocoding technique. This work shows how geocoding techniques can be adapted to cover the main geospatial functionalities and compares two geocoding options (Geohash or S2). The results showed that it is possible to include the geospatial context in a decentralised reputation management system by using hierarchical geocoding techniques, and the experiments showed that both Geohash and S2 can offer a similar performance in the proposed architecture."
"Choudhari, NV; Sasankar, AB","Choudhari, Nitin Vishnu; Sasankar, Ashish B.",Architectural Vision of Cloud Computing in the Indian Government,2021 INTERNATIONAL CONFERENCE ON INNOVATIVE TRENDS IN INFORMATION TECHNOLOGY (ICITIIT),Proceedings Paper,IEEE,2021,,,10.1109/ICITIIT51526.2021.9399598,http://dx.doi.org/10.1109/ICITIIT51526.2021.9399598,,978-1-6654-0467-9,,GI Cloud Architecture; VMware Technology Stack; Open Stack-based cloud technology; emerging cloud architectures,English,Web of Science,"The GI (Govt. of India) cloud started in 2014 is built on the state of art technologies and rich architecture with the nationwide network infrastructure and Data Centres located across the country on National and State data centres. This paper investigates, study and analyze the cloud architecture of Govt. of India and suggests modifications that need to be adapted for sustainable development as per the global changing scenario and fulfill the future needs with improved service delivery, increased throughput, and increased efficiency to provide secured cloud services and to minimize the gap between the cloud service providers and end-users. The cloud services are designed for centralized storage and processing. The cloud data centers are generally located thousands of miles away from the endusers where the data is actually generated. The physical distance between the cloud infrastructure and the data source at edge level end-users produces latency for the real-time processing of the huge amount of data generated at the source level. In recent years the automation scenario is changing globally with various emerging technologies such as the Internet of Things (IoT), Wireless Fidelity 6 (Wi-Fi 6), Fifth Generation Mobile Network connectivity (5G), Artificial Intelligence (AI), and Machine Learning, etc. Emerging technologies like IoT, Wi-Fi 6, 5G gives large scope for boundary level computing and generates a very huge amount of data at the data source level produced by the end-users. These technologies require agile real-time processing and analysis of the data at the source level. Edge computing and Fog computing are the distributed architectures that work together, for reduced latency and speedy real-time processing where the data is actually generated by the end-user. According to the new implementation demands, various emerging cloud technologies such as Mobile Cloud Apps, Containers, Serverless, Microservices, Development and Information Technology Operations (DevOps), BlockChain, Fog computing, Edge Computing, and Software-Defined Infrastructure (SDI), etc are proposed for implementation"
"Lit, S; Zhut, K; Xut, YY; Wangt, R; Zhaot, YC","Lit, Shan; Zhut, Kun; Xut, Yuanyuan; Wangt, Ran; Zhaot, Yanchao",Resource Allocation for Mobile Blockchain: A Hierarchical Combinatorial Auction Approach,2019 IEEE GLOBAL COMMUNICATIONS CONFERENCE (GLOBECOM),Proceedings Paper,IEEE,2019,,,,,2334-0983,978-1-7281-0962-6,,Mobile blockchain; hierarchical combinatorial auction; cloud computing; edge computing; winner determination problem,English,Web of Science,"As a decentralized ledger to record all transaction information, blockchain can be applied to address the security and privacy issues in mobile application system. We term the blockchain applied to mobile applications as mobile blockchain. The mining process in mobile blockchain requires high computing capacity and energy which could overwhelm that mobile devices can offer. In this case, mobile edge computing servers (MESs) can be involved to offer computation services to miners in mobile blockchain. Note that the resources of MESs are also limited, MESs could further request resources from the cloud computing server (CCS). Accordingly, in this paper, both mobile edge computing and cloud computing are considered to support the mobile blockchain applications which makes the problem a hierarchical one. Naturally, the issue of hierarchical resource allocation arises. And a hierarchical combinatorial auction model is proposed to solve this problem, based on which an efficient and truthful framework is provided. Specifically, we formulate winner determination problems (WDPs) for mobile edge computing service providers and cloud computing service provider, and computationally tractable algorithms to address both problems are proposed. Finally, numerical analysis shows the effectiveness of the proposed scheme."
"Liu, MT; Yu, FR; Teng, YL; Leung, VCM; Song, M","Liu, Mengting; Yu, F. Richard; Teng, Yinglei; Leung, Victor C. M.; Song, Mei",Joint Computation Offloading and Content Caching for Wireless Blockchain Networks,IEEE INFOCOM 2018 - IEEE CONFERENCE ON COMPUTER COMMUNICATIONS WORKSHOPS (INFOCOM WKSHPS),Proceedings Paper,IEEE,2018,,,,,2159-4228,978-1-5386-5979-3,6,,English,Web of Science,"Blockchain is widely deemed as a key enabling technology of current digital currency. However, the application of blockchain to wireless mobile networks is challenged by a computational difficult problem called proof-of-work puzzle. Accordingly, mobile edge computing (MEC) appears to be a promising solution by offloading the computation-intensive mining tasks to nearby edge computing nodes. Meanwhile, caching is also popular due to its capability in handling the ever-increasing Internet traffic. In this paper, we study computation offloading and content caching in wireless blockchain networks with MEC. Specifically, offloading mode selection (offloaded to a nearby access point (AP) or a group of device-to-device (D2D) users) and caching strategy (whether to cache the requested content and computation results or not) are jointly investigated and formulated as an optimization problem. Further, an alternating direction method of multipliers (ADMM) based algorithm is proposed to solve the optimization problem in a distributed way. Finally, the effectiveness of the proposed algorithm is demonstrated by simulation results with different system parameters."
"Grech, N; Lagouvardos, S; Tsatiris, I; Smaragdakis, Y","Grech, Neville; Lagouvardos, Sifis; Tsatiris, Ilias; Smaragdakis, Yannis",Elipmoc: Advanced Decompilation of Ethereum Smart Contracts,PROCEEDINGS OF THE ACM ON PROGRAMMING LANGUAGES-PACMPL,Article,ASSOC COMPUTING MACHINERY,2022,6,OOPSLA,10.1145/3527321,http://dx.doi.org/10.1145/3527321,,,,Program Analysis; Smart Contracts; Decompilation; Datalog; Security; Ethereum; Blockchain,English,Web of Science,"Smart contracts on the Ethereum blockchain greatly benefit from cutting-edge analysis techniques and pose significant challenges. A primary challenge is the extremely low-level representation of deployed contracts. We present Elipmoc, a decompiler for the next generation of smart contract analyses. Elipmoc is an evolution of Gigahorse, the top research decompiler, dramatically improving over it and over other state-of-the-art tools, by employing several high-precision techniques and making them scalable. Among these techniques are a new kind of context sensitivity (termed transactional sensitivity) that provides a more effective static abstraction of distinct dynamic executions; a path-sensitive (yet scalable, through path merging) algorithm for inference of function arguments and returns; and a fully context sensitive private function reconstruction process. As a result, smart contract security analyses and reverse-engineering tools built on top of Elipmoc achieve high scalability, precision and completeness. Elipmoc improves over all notable past decompilers, including its predecessor, Gigahorse, and the stateof-the-art industrial tool, Panoramix, integrated into the primary Ethereum blockchain explorer, Etherscan. Elipmoc produces decompiled contracts with fully resolved operands at a rate of 99.5% (compared to 62.8% for Gigahorse), and achieves much higher completeness in code decornpilation than Panoramix-e.g., up to 67% more coverage of external call statements-while being over 5x faster. Elipmoc has been the enabler for recent (independent) discoveries of several exploitable vulnerabilities on popular protocols, over funds in the many millions of dollars."
"Rupa, C; Patan, R; Al-Turjman, F; Mostarda, L","Rupa, Ch.; Patan, Rizwan; Al-Turjman, Fadi; Mostarda, Leonardo",Enhancing the Access Privacy of IDaaS System Using SAML Protocol in Fog Computing,IEEE ACCESS,Article,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,2020,8,,10.1109/ACCESS.2020.3022957,http://dx.doi.org/10.1109/ACCESS.2020.3022957,2169-3536,,9,5G mobile communication; Licenses; Privacy; Protocols; Edge computing; Indexes; Anomaly detection; Fog computing; IDaaS; integrity; SAML; Pentatope-based ECC; authentication dialogues,English,Web of Science,"Fog environment adoption rate is increasing day by day in the industry. Unauthorized accessing of data occurs due to the preservation of Identity and information of the users either at the endpoints or at the middleware. This paper proposes a methodology to protect and preserve the Identity during data transmission of the users. It uses fog computing for storage against security issues in the cloud and database environment. Cloud and database architectures failed to protect the data and Identity of users but the Fog computing based Identity management as a service (IDaaS) system can handle it with Security Assertion Mark-up Language (SAML) protocol and Pentatope based Elliptic Curve Crypto cipher. A detailed comparative study of the proposed and existing techniques is investigated by considering multi-authentication dialogue, security services, service providers, Identity, and access management."
"Cinque, M; Esposito, C; Russo, S","Cinque, Marcello; Esposito, Christian; Russo, Stefano",Trust Management in Fog/Edge Computing by means of Blockchain Technologies,"IEEE 2018 INTERNATIONAL CONGRESS ON CYBERMATICS / 2018 IEEE CONFERENCES ON INTERNET OF THINGS, GREEN COMPUTING AND COMMUNICATIONS, CYBER, PHYSICAL AND SOCIAL COMPUTING, SMART DATA, BLOCKCHAIN, COMPUTER AND INFORMATION TECHNOLOGY",Proceedings Paper,IEEE,2018,,,10.1109/Cybermatics_2018.2018.00244,http://dx.doi.org/10.1109/Cybermatics_2018.2018.00244,,978-1-5386-7975-3,7,,English,Web of Science,"Trust management is extremely important for sensor networks, and the emerging vision of the Internet of Things (IoT) does not represent an exception. In fact, it allows to realize a dynamic access control needed to cope with internal attacks conducted by compromised nodes, which are likely to occur in real world. However, trust management implies a considerable consumption of energy, due to the amount of messages exchanged to collect reputation scores. Consumption is further exacerbated by the means needed to protect from attacks the trust management entities themselves. This work proposes a suitable trust management for the IoT by exploiting the eventual consistency and security guarantees of blockchain. The design of a solution based on such a technology is described, and a qualitative assessment of its protection degree is provided."
"Carter, JM; Narman, HS; Cosgun, O; Liu, JW","Carter, Jarred Michael; Narman, Husnu S.; Cosgun, Ozlem; Liu, Jinwei",Trade-off Model of Fog-Cloud Computing for Space Information Networks,2020 IEEE CLOUD SUMMIT,Proceedings Paper,IEEE COMPUTER SOC,2020,,,10.1109/IEEECloudSummit48914.2020.00020,http://dx.doi.org/10.1109/IEEECloudSummit48914.2020.00020,,978-1-7281-8266-7,6,Fog Computing; space information network; trade-off,English,Web of Science,"A steadily growing number of Internet-based service requests from the IoT have led to an increase in complexity and clients, resulting in an increased number of cybersecurity concerns. Although there are main security concerns with IoT services over cloud computing services, cloud computing is mostly preferred to provide seamless and scalable Intern-based services. Moreover, cloud service providers are continuously extending their capacity to reach more industries and address their concerns. For example, Amazon has recently launched a pay-as-you-go cloud computing service that will take place on satellite operators to provide more IoT services to industries such as the agricultural and shipping industries. However, the secure transfer of information within a space information network is of great concern due to numerous attacks between nodes to occur. This can be followed by loss of data Confidentiality, Integrity, and Availability. Several researchers have proposed multifaceted solutions to these concerns, including blockchain application, digital signature, symmetric/asymmetric encryption schemes, and centralized and/or decentralized key management for space information networks. In this paper, we focus on the integration of fog-cloud computing and space information network. We primarily investigate the feasibility of fog-cloud architecture in space information networks and the benefits of having fog computing in space information networks' security. This is accomplished mainly by reviewing existing works on fog-cloud computing and space information networks and evaluating both proposed solutions to potential issues regarding security."
