Authors,Author Full Names,Title,Source Title,Document Type,Publisher,Publication Year,Volume,Issue,DOI,Link,ISSN,ISBN,Number of Pages,Author Keywords,Language,Source,Abstract
"Jia X,Zhou Y,Li W,Li J,Yin B","Jia X,Zhou Y,Li W,Li J,Yin B",Data-aware relation learning-based graph convolution neural network for facial action unit recognition,Pattern Recognition Letters,Journal Article,Pattern Recognition Letters,2022,155.0,,10.1016/j.patrec.2022.02.010,https://www.sciencedirect.com/science/article/pii/S0167865522000538;http://dx.doi.org/10.1016/j.patrec.2022.02.010,0167-8655,,100-106,"AU recognition, FACS, GCN, Relation representation, Metric learning",English,ScienceDirect,"In the paper, we propose a novel Data-aware relation graph convolutional neural network (DAR-GCN) for AU recognition. With learning and updating the relation dynamically, it facilitates modeling the potential dynamic individual facial expressing manner and accordingly improves the AU recognition under the unconstrained environment. Taking the psychological research knowledge of AUs as a reference, we adopt the consensus widely-used AUs and six basic emotions as vertexes, and their co-occurrence or ex-occurrence relations between AUs and the emotion dependent relation as the edges to construct the graph. Moreover, the Data-aware relation Graph Generator (DAR-GG) module is proposed to learn the relations with data-driven metric learning. This proposed scheme is benefit for calculating and updating AU relations from data, which facilitates to extract specific relations causing by individual expressing characteristics as well as inherent relations due to facial anatomical structure. Comparative experiments are done on three public datasets: CK+, RAF-AU and DISFA. Experimental results demonstrate that our proposed method achieves a higher AU recognition accuracy rate than the baseline based on the graph with fixed AU relations defined from the psychological knowledge. Additionally, our proposed approach outperforms several existing state-of-the-art AU recognition method by utilizing GCN-based dynamic AU relations learning strategies."
"Dehghani Aghbolagh H,Zamani M,Paolini S,Chen Z","Dehghani Aghbolagh H,Zamani M,Paolini S,Chen Z",Balance seeking opinion dynamics model based on social judgment theory,Physica D: Nonlinear Phenomena,Journal Article,Physica D: Nonlinear Phenomena,2020,403.0,,10.1016/j.physd.2020.132336,https://www.sciencedirect.com/science/article/pii/S0167278919302684;http://dx.doi.org/10.1016/j.physd.2020.132336,0167-2789,,132336,"Opinion dynamics, Bounded confidence model, Social judgment theory, Balance theory",English,ScienceDirect,"In this paper, we make a bridge between two theories in social psychology, namely social judgment theory and balance theory, exploiting nonlinear models. In particular, we propose a model of opinion dynamics which takes into account the notions of latitude of acceptance, latitude of noncommitment, and latitude of rejection from social judgment theory. In the proposed model, each individual is considered as a node in a graph, and the influences are represented by edges. The proposed model considers positive (negative) edges for acceptance (rejection), while there is no connection for noncommitment. In addition, in the introduced nonlinear model, the weight of each edge, which represents the influence weight, changes depending on the opinions of the individuals in the network. Given the negative interactions, the influence graph of the network may be initially unbalanced; however, the proposed model presents that such graph seeks balance eventually. Thus, the model introduced in this paper provides a mathematical framework for balance theory introduced by Harary. Through simulations, we show that the proposed model can demonstrate consensus, bipartite consensus, and clustering of opinions."
"Zhang H,Nguyen TD,Zhang J,Marcille M,Spincemaille P,Wang Y,Gauthier SA,Sweeney EM","Zhang H,Nguyen TD,Zhang J,Marcille M,Spincemaille P,Wang Y,Gauthier SA,Sweeney EM",QSMRim-Net: Imbalance-aware learning for identification of chronic active multiple sclerosis lesions on quantitative susceptibility maps,NeuroImage: Clinical,Journal Article,NeuroImage: Clinical,2022,34.0,,10.1016/j.nicl.2022.102979,https://www.sciencedirect.com/science/article/pii/S2213158222000444;http://dx.doi.org/10.1016/j.nicl.2022.102979,2213-1582,,102979,"Multiple sclerosis, Quantitative susceptibility mapping, Chronic active lesions, Convolutional neural network, Radiomic features",English,ScienceDirect,"Background and Purpose Chronic active multiple sclerosis (MS) lesions are characterized by a paramagnetic rim at the edge of the lesion and are associated with increased disability in patients. Quantitative susceptibility mapping (QSM) is an MRI technique that is sensitive to chronic active lesions, termed rim + lesions on the QSM. We present QSMRim-Net, a data imbalance-aware deep neural network that fuses lesion-level radiomic and convolutional image features for automated identification of rim + lesions on QSM. Methods QSM and T2-weighted-Fluid-Attenuated Inversion Recovery (T2-FLAIR) MRI of the brain were collected at 3 T for 172 MS patients. Rim + lesions were manually annotated by two human experts, followed by consensus from a third expert, for a total of 177 rim + and 3986 rim negative (rim−) lesions. Our automated rim + detection algorithm, QSMRim-Net, consists of a two-branch feature extraction network and a synthetic minority oversampling network to classify rim + lesions. The first network branch is for image feature extraction from the QSM and T2-FLAIR, and the second network branch is a fully connected network for QSM lesion-level radiomic feature extraction. The oversampling network is designed to increase classification performance with imbalanced data. Results On a lesion-level, in a five-fold cross validation framework, the proposed QSMRim-Net detected rim + lesions with a partial area under the receiver operating characteristic curve (pROC AUC) of 0.760, where clinically relevant false positive rates of less than 0.1 were considered. The method attained an area under the precision recall curve (PR AUC) of 0.704. QSMRim-Net out-performed other state-of-the-art methods applied to the QSM on both pROC AUC and PR AUC. On a subject-level, comparing the predicted rim + lesion count and the human expert annotated count, QSMRim-Net achieved the lowest mean square error of 0.98 and the highest correlation of 0.89 (95% CI: 0.86, 0.92). Conclusion This study develops a novel automated deep neural network for rim + MS lesion identification using T2-FLAIR and QSM images."
"Bhattacharya P,Patel F,Tanwar S,Kumar N,Sharma R","Bhattacharya P,Patel F,Tanwar S,Kumar N,Sharma R",MB-MaaS: Mobile Blockchain-based Mining-as-a-Service for IIoT environments,Journal of Parallel and Distributed Computing,Journal Article,Journal of Parallel and Distributed Computing,2022,168.0,,10.1016/j.jpdc.2022.05.008,https://www.sciencedirect.com/science/article/pii/S0743731522001228;http://dx.doi.org/10.1016/j.jpdc.2022.05.008,0743-7315,,1-16,"Mobile blockchain, Mobile edge computing, 5G, Mining-as-a-Service, Data offloading",English,ScienceDirect,"In this paper, we propose a mobile blockchain (MB) based mining-as-a-service (MaaS) scheme, MB-MaaS for resource-constrained industrial internet-of-things (IIoT) environments. The scheme addresses the research gaps of fixed static allocation for miners to perform computationally intensive mining tasks through a multi-hop computational offloading (CO) scheme and addresses an auction mechanism for a fair bidding process among the miner nodes. The scheme operates in three phases. In the first phase, a multi-hop CO scheme with a fair incentive policy is formulated for miners. The CO schemes offer guaranteed offloading services to mobile devices from far-edge systems through a chain of neighbor nodes. Then, in the second phase, MaaS is proposed to leverage expensive mining tasks through 5G-enabled pico/femtocells. Integration of 5G allows massive end-to-end device and service connectivity. As IIoT ecosystems have limited memory and compute requirements, MaaS assures that the proposed consensus has a responsive validation and mining time. To make the data exchange in the consensus process lightweight, and allow a large number of sensors to share the data in a lightweight manner, an effective consensus mechanism Lightweight Proof-of-Proximity (LPoP), is proposed that forms group validations instead of single block validation. The data is exchanged through javascript object notation (JSON) format, maintaining a steady transaction rate. MB-MaaS is compared against the existing scheme for parameters bid thresholds and request servicing times, and mining and consensus formation. For example, the request serving time at 12 requests is improved by 56.78%, and a significant improvement of 26.47% is observed for processed blocks; parsing time on average is improved by 7.89%. The comparative analysis suggests that the scheme is more efficient than other competing approaches."
Jafarizadeh S,Jafarizadeh S,Fastest mixing reversible Markov chain on friendship graph: Trade-off between transition probabilities among friends and convergence rate,Systems & Control Letters,Journal Article,Systems & Control Letters,2019,130.0,,10.1016/j.sysconle.2019.07.001,https://www.sciencedirect.com/science/article/pii/S0167691119300945;http://dx.doi.org/10.1016/j.sysconle.2019.07.001,0167-6911,,13-22,"Multi-objective optimization, Pareto frontier, Reversible Markov chain, Friendship graph, DeGroot consensus, Semidefinite programming",English,ScienceDirect,"A long-standing goal of social network research has been to alter the properties of network to achieve the desired outcome. In doing so, DeGroot's consensus model has served as the popular choice for modeling the information diffusion and opinion formation in social networks. Achieving a trade-off between the cost associated with modifications made to the network and the speed of convergence to the desired state has shown to be a critical factor. This has been treated as the Fastest Mixing Markov Chain (FMMC) problem over a graph with given transition probabilities over a subset of edges. Addressing this multi-objective optimization problem over the friendship graph, this paper has provided the corresponding Pareto optimal points or the Pareto frontier. In the case of friendship graph with at least three blades, it is shown that the Pareto frontier is reduced to a global minimum point which is same as the optimal point corresponding to the minimum spanning tree of the friendship graph, i.e., the star topology. Furthermore, a lower limit for transition probabilities among friends has been provided, where values higher than this limit do not have any impact on the convergence rate."
"Yang L,Cheng JC,Wang Q","Yang L,Cheng JC,Wang Q",Semi-automated generation of parametric BIM for steel structures based on terrestrial laser scanning data,Automation in Construction,Journal Article,Automation in Construction,2020,112.0,,10.1016/j.autcon.2019.103037,https://www.sciencedirect.com/science/article/pii/S092658051930322X;http://dx.doi.org/10.1016/j.autcon.2019.103037,0926-5805,,103037,"Building information model (BIM), Terrestrial laser scanning, As-built geometric modeling",English,ScienceDirect,"As-built building information models (BIMs) are increasingly needed for construction project handover and facility management. To create as-built BIMs, laser scanning technology has gained popularity in the recent decades due to its high measurement accuracy and high measurement speed. However, most existing methods for creating as-built BIMs from laser scanning data involve plenty of manual work, thus becoming labor intensive and time consuming. To address the problems, this study presents a semi-automated approach that can obtain required parameters to create as-built BIMs for steel structures with complex connections from terrestrial laser scanning data. An algorithm based on principal component analysis (PCA) and cross-section fitting techniques is developed to retrieve the position and direction of each circular structural component from scanning data. An image-assisted edge point extraction algorithm is developed to effectively extract the boundaries of planar structural components. Normal-based region growing algorithm and random sample consensus (RANSAC) algorithm are adopted to model the connections between structural components. The proposed approach was validated on a bridge-like steel structure with four different types of structural components. The extracted as-built geometry was compared with the as-designed geometry to validate the accuracy of the proposed approach. The results showed that the proposed approach could efficiently and accurately extract the geometry information and generate parametric BIMs of steel structures."
"Ma L,Wang L,Liu Z","Ma L,Wang L,Liu Z",Multi-level trading community formation and hybrid trading network construction in local energy market,Applied Energy,Journal Article,Applied Energy,2021,285.0,,10.1016/j.apenergy.2020.116399,https://www.sciencedirect.com/science/article/pii/S0306261920317694;http://dx.doi.org/10.1016/j.apenergy.2020.116399,0306-2619,,116399,"Local energy trading, Trading community formation, Hybrid trading network, P2P trading, Agent-based trading",English,ScienceDirect,"Community-based trading structures play important roles in the development of local energy market (LEM). In this paper, a decentralized optimization model for the trading community formation is proposed based on the Lp-box consensus alternating direction method of multipliers (ADMM), where the network features of the physical systems are explicitly represented by power loss and wheeling charging in local and regional trading level, respectively. The framework for multi-level hybrid trading network construction is introduced involving three different trading modes, i.e, traditional trading mode, agent-based trading mode and peer-to-peer (P2P) trading mode, and two hybrid trading networks, namely Traditional trading & Agent based trading (TA) and Traditional trading & Peer-to-peer trading & Agent based trading (TPA), are developed based on the trading community formation results. The corresponding profit allocation schemes are also presented for the TA and TPA hybrid trading networks respectively. A set of complex network indices is applied to analyze the network characteristics of the TA and TPA trading topologies, while the link entropy (LE) index is used to evaluate the edge significance of the communication relationship network in maintaining global connectivity. Finally, the proposed models are validated via a test system with six IEEE 33-bus systems connected through the IEEE 9-bus system. The results show that the agent-based strategy can benefit all entities compared with the SDR and contribution-based strategies, while the REO (renewable energy output)-first strategy proposed for P2P pairing is more stimulating for the selling entities with larger REOs than distance-first mode. In addition, the entities' prices in the bi-level trading are significantly improved compared with those of the single-level trading both for agent-based trading and P2P trading. The complex index values of TA are all slightly greater than those of TPA, and a feeder with fewer managers is likely to have a larger LE value. The proposed models for trading community formation and trading network formation provide significant means for the development of sustainable LEMs."
"Reid AT,Lewis J,Bezgin G,Khundrakpam B,Eickhoff SB,McIntosh AR,Bellec P,Evans AC","Reid AT,Lewis J,Bezgin G,Khundrakpam B,Eickhoff SB,McIntosh AR,Bellec P,Evans AC","A cross-modal, cross-species comparison of connectivity measures in the primate brain",NeuroImage,Journal Article,NeuroImage,2016,125.0,,10.1016/j.neuroimage.2015.10.057,https://www.sciencedirect.com/science/article/pii/S1053811915009696;http://dx.doi.org/10.1016/j.neuroimage.2015.10.057,1053-8119,,311-331,"Connectomics, Tract tracing, CoCoMac, Resting state functional MRI, Cortical thickness, Structural covariance, Diffusion-weighted MRI, Hierarchical clustering, -Means clustering",English,ScienceDirect,"In systems neuroscience, the term ``connectivity'' has been defined in numerous ways, according to the particular empirical modality from which it is derived. Due to large differences in the phenomena measured by these modalities, the assumptions necessary to make inferences about axonal connections, and the limitations accompanying each, brain connectivity remains an elusive concept. Despite this, only a handful of studies have directly compared connectivity as inferred from multiple modalities, and there remains much ambiguity over what the term is actually referring to as a biological construct. Here, we perform a direct comparison based on the high-resolution and high-contrast Enhanced Nathan Klein Institute (NKI) Rockland Sample neuroimaging data set, and the CoCoMac database of tract tracing studies. We compare four types of commonly-used primate connectivity analyses: tract tracing experiments, compiled in CoCoMac; group-wise correlation of cortical thickness; tractographic networks computed from diffusion-weighted MRI (DWI); and correlational networks obtained from resting-state BOLD (fMRI). We find generally poor correspondence between all four modalities, in terms of correlated edge weights, binarized comparisons of thresholded networks, and clustering patterns. fMRI and DWI had the best agreement, followed by DWI and CoCoMac, while other comparisons showed striking divergence. Networks had the best correspondence for local ipsilateral and homotopic contralateral connections, and the worst correspondence for long-range and heterotopic contralateral connections. k-Means clustering highlighted the lowest cross-modal and cross-species consensus in lateral and medial temporal lobes, anterior cingulate, and the temporoparietal junction. Comparing the NKI results to those of the lower resolution/contrast International Consortium for Brain Imaging (ICBM) dataset, we find that the relative pattern of intermodal relationships is preserved, but the correspondence between human imaging connectomes is substantially better for NKI. These findings caution against using ``connectivity'' as an umbrella term for results derived from single empirical modalities, and suggest that any interpretation of these results should account for (and ideally help explain) the lack of multimodal correspondence."
D'Acunto M,D'Acunto M,Protein-DNA target search relies on quantum walk,Biosystems,Journal Article,Biosystems,2021,201.0,,10.1016/j.biosystems.2020.104340,https://www.sciencedirect.com/science/article/pii/S0303264720302112;http://dx.doi.org/10.1016/j.biosystems.2020.104340,0303-2647,,104340,"Protein-DNA binding selection, Classical random and quantum walk, Coin-position entanglement, Restriction enzymes EcoRV EcoRI, GATATC GAATTC sequences",English,ScienceDirect,"Protein-DNA interactions play a fundamental role in all life systems. A critical issue of such interactions is given by the strategy of protein search for specific targets on DNA. The mechanisms by which the protein are able to find relatively small cognate sequences, typically 15--20 base pairs (bps) for repressors, and 4--6 bps for restriction enzymes among the millions of bp of non-specific chromosomal DNA have hardly engaged researchers for decades. Recent experimental studies have generated new insights on the basic processes of protein-DNA interactions evidencing the underlying complex dynamic phenomena involved, which combine three-dimensional and one-dimensional motion along the DNA chain. It has been demonstrated that protein molecules have an extraordinary ability to find the target very quickly on the DNA chain, in some cases, with two orders of magnitude faster than the diffusion limit. This unique property of protein-DNA search mechanism is known as facilitated diffusion. Several theoretical mechanisms have been suggested to describe the origin of facilitated diffusion. However, none of such models currently has the ability to fully describe the protein search strategy. In this paper, we suggest that the ability of proteins to identify consensus sequences on DNA is based on the entanglement of π-π electrons between DNA nucleotides and protein amino acids. The π-π entanglement is based on Quantum Walk (QW), through Coin-position entanglement (CPE). First, the protein identifies a dimer belonging to the consensus sequence, and localize a π on such dimer, hence, the other π electron scans the DNA chain until the sequence is identified. Focusing on the example of recognition of consensus sequences of EcoRV or EcoRI, we will describe the quantum features of QW on protein-DNA complexes during the search strategy, such as walker quadratic spreading on a coherent superposition of different vertices and environment-supported long-time survival probability of the walker. We will employ both discrete- or continuous-time versions of QW. Biased and unbiased classical Random Walk (CRW) have been used for a long time to describe the Protein-DNA search strategy. QW, the quantum version of CRW, has been widely studied for its applications in quantum information applications. In our biological application, the walker (the protein) resides at a vertex in a graph (the DNA structural topology). Differently to CRW, where the walker moves randomly, the quantum walker can hop along the edges in the graph to reach other vertices entering coherently a superposition across different vertices spreading quadratically faster than CRW analogous evidencing the typical speed up features of the QW. When applied to a protein-DNA target search problem, QW gives the possibility to achieve the experimental diffusional motion of proteins over diffusion classical limits experienced along DNA chains exploiting quantum features such as CPE and long-time survival probability supported by the environment. In turn, we come to the conclusion that, under quantum picture, the protein search strategy does not distinguish between one-dimensional (1D) and three-dimensional (3D) cases."
"Shi F,Tan X,Zhou C,Liu Y","Shi F,Tan X,Zhou C,Liu Y","Impact of asymmetric uplift on mountain asymmetry: Analytical solution, numerical modeling, and natural examples",Geomorphology,Journal Article,Geomorphology,2021,389.0,,10.1016/j.geomorph.2021.107862,https://www.sciencedirect.com/science/article/pii/S0169555X21002701;http://dx.doi.org/10.1016/j.geomorph.2021.107862,0169-555X,,107862,"Drainage divide, Mountain asymmetry, Numerical modeling, Landscape evolution, Asymmetric uplift, Tectonic geomorphology",English,ScienceDirect,"Mountain asymmetry is defined by the ratio of the lengths of two river systems across a drainage divide and is determined by the normalized location of the drainage divide. Understanding how asymmetric uplift influences the drainage divide, and therefore mountain asymmetry, is one of the preconditions for extracting tectonic information from topography. However, there is no consensus on this fundamental problem. Here we combined analytical solutions and numerical landscape evolution modeling to examine the impact of two key parameters (uplift gradient, and ratio of uplift rates at two edges) on mountain asymmetry. We followed the convention by assuming uniform gradient of uplift rate and erosion coefficient across the drainage divide. Our analytical approach and numerical simulations show that mountain asymmetry is not always controlled by the uplift gradient as previously suggested; instead, it is governed by the ratio of uplift rates at two edges across the divide. We quantified the relationship between the normalized divide location and the ratio of uplift rates. We applied the new formula to two natural examples to reconstruct the tectonics from the locations of the drainage divides. Moreover, we compared the influences of vertical and horizontal movements on the mountain asymmetry in different situations. The result suggests that in mountain belt with weak tectonic activity or high erosion coefficient, the mountain asymmetry is mainly controlled by the ratio of uplift rates."
"Popovych OV,Jung K,Manos T,Diaz-Pier S,Hoffstaedter F,Schreiber J,Yeo BT,Eickhoff SB","Popovych OV,Jung K,Manos T,Diaz-Pier S,Hoffstaedter F,Schreiber J,Yeo BT,Eickhoff SB",Inter-subject and inter-parcellation variability of resting-state whole-brain dynamical modeling,NeuroImage,Journal Article,NeuroImage,2021,236.0,,10.1016/j.neuroimage.2021.118201,https://www.sciencedirect.com/science/article/pii/S105381192100478X;http://dx.doi.org/10.1016/j.neuroimage.2021.118201,1053-8119,,118201,"Brain atlas, Whole-brain model, Resting-state brain dynamics, Simulations, Brain connectome, Model validation",English,ScienceDirect,"Modern approaches to investigate complex brain dynamics suggest to represent the brain as a functional network of brain regions defined by a brain atlas, while edges represent the structural or functional connectivity among them. This approach is also utilized for mathematical modeling of the resting-state brain dynamics, where the applied brain parcellation plays an essential role in deriving the model network and governing the modeling results. There is however no consensus and empirical evidence on how a given brain atlas affects the model outcome, and the choice of parcellation is still rather arbitrary. Accordingly, we explore the impact of brain parcellation on inter-subject and inter-parcellation variability of model fitting to empirical data. Our objective is to provide a comprehensive empirical evidence of potential influences of parcellation choice on resting-state whole-brain dynamical modeling. We show that brain atlases strongly influence the quality of model validation and propose several variables calculated from empirical data to account for the observed variability. A few classes of such data variables can be distinguished depending on their inter-subject and inter-parcellation explanatory power."
"Zhang W,Zuo Z,Wang Y","Zhang W,Zuo Z,Wang Y",Coordination for second-order multi-agent systems with velocity and communication constraints,Neurocomputing,Journal Article,Neurocomputing,2020,375.0,,10.1016/j.neucom.2019.09.076,https://www.sciencedirect.com/science/article/pii/S092523121931344X;http://dx.doi.org/10.1016/j.neucom.2019.09.076,0925-2312,,51-61,"Second-order multi-agent systems, Consensus, Time-varying gain, Event-triggered control, Quantization",English,ScienceDirect,"This paper studies the consensus problem of second-order multi-agent systems by means of the event-triggered approach. A novel protocol, which relaxes the mutual requirement on the velocity measurements of nodes, is proposed under the general directed topology. The proposed law is further extended to the case of changing coupling gains, that is, the node/edge-based scheme. It suggests that the variable coupling weights merely enhance or weaken the communication capacity among the nodes, while do not essentially change the structure of sensing graph. It hence gives some insight into the balance between performance index and configuration budget. Moreover, compared with the infinite precision computation algorithm, our quantization-based triggering rule is concretely designed to explore mild consensus criteria. Finally, numerical examples are presented to support the effectiveness of the proposed cooperation rules."
"Wang J,Chen K,Lewis FL","Wang J,Chen K,Lewis FL",Coordination of multi-agent systems on interacting physical and communication topologies,Systems & Control Letters,Journal Article,Systems & Control Letters,2017,100.0,,10.1016/j.sysconle.2016.12.008,https://www.sciencedirect.com/science/article/pii/S0167691117300038;http://dx.doi.org/10.1016/j.sysconle.2016.12.008,0167-6911,,56-65,"Consensus, Bipartite consensus, Multi-agent systems, Two interaction graphs",English,ScienceDirect,"A new framework is given for coordination of multi-agent systems that are interconnected by a physical coupling digraph. The edges of this graph represent physical couplings between agents that are fixed due to dynamical interactions. On top of the physical graph, distributed control protocols are designed where the allowed communications between agents for control purposes are prescribed by a second fixed communication digraph. The physical and communication digraphs are generally different and the combination of these two graphs forms a cyber-physical system. The interactions between physical and communication graphs are the focus of this paper. We consider different interactions between two graphs, including the case when their pinned Laplacian commutes, the case of the communication graph with diagonalizable pinned Laplacian, and the case of two general graphs. Moreover, within each graph, the relations between the agents can be either collaborative or antagonistic. To capture this, the theory of bipartite consensus is used. Coordination protocols for different cases are designed that are distributed with respect to the communication graph, and overcome the detrimental effects of the signed physical graph. The proposed control methods are illustrated by simulation examples."
"Xu M,Hao F","Xu M,Hao F",Fully distributed observer-based tracking control for Lur'e systems with event-triggered communication,Journal of the Franklin Institute,Journal Article,Journal of the Franklin Institute,2022,359.0,9,10.1016/j.jfranklin.2022.04.014,https://www.sciencedirect.com/science/article/pii/S0016003222002472;http://dx.doi.org/10.1016/j.jfranklin.2022.04.014,0016-0032,,4556-4586,,English,ScienceDirect,"This paper investigates the problem of cooperative tracking for Lur'e systems under directed spanning tree topology. First, a control protocol is proposed to achieve cooperative tracking consensus by a distributed observer, which utilizes only the states of neighboring agents based on the event-triggering conditions with mixed node and edge. Then, an improved tracking protocol is developed by considering the case that only the outputs of neighbors can be obtained. With the aid of adaptive updating parameters, the two protocols do not utilize the minimum eigenvalue of Laplacian matrix, and can deal with the nonlinear dynamics of Lur'e systems in a fully distributed manner. Moreover, with the Lyapunov analysis framework, the tracking errors can be proved to converge to zero in both cases. Zeno behavior is excluded from the event-triggering conditions containing states and outputs of neighbors. Finally, the effectiveness of the proposed protocols is verified by two numerical simulations."
"Wang L,Luo J,Wang H,Li T","Wang L,Luo J,Wang H,Li T",Markov clustering ensemble,Knowledge-Based Systems,Journal Article,Knowledge-Based Systems,2022,251.0,,10.1016/j.knosys.2022.109196,https://www.sciencedirect.com/science/article/pii/S0950705122005950;http://dx.doi.org/10.1016/j.knosys.2022.109196,0950-7051,,109196,"Machine learning, Unsupervised learning, Markov clustering ensemble model, Markov clustering ensemble algorithm",English,ScienceDirect,"Clustering ensemble is an unsupervised ensemble learning method that is very important in machine learning, since it integrates multiple weak base clustering results to produce a strong consistency result. This paper proposes the Markov clustering ensemble (MCE) model to solve the weak stability and robustness of soft clustering ensemble. First, the base clustering algorithms are regarded as new features of the original datasets. Then, the results of the base clustering algorithms are the values of these features, which can break through the framework of consensus cluster ensemble. Second, as the base clustering results are discrete data, the maximum information coefficient is applied to measure their similarity. Accordingly, a graph-based cluster ensemble model can be constructed with row vectors as vertices and the similarity between row vectors as edges. Then, the Markov process can be applied to infer the graph-based cluster ensemble model; therefore, the MCE algorithm is designed according to the inference. To test the performance of the MCE algorithm, clustering algorithms and clustering ensemble algorithms are used to conduct comparative experiments on ten datasets. The experimental results show that the MCE algorithm outperforms the other algorithms in terms of accuracy and purity."
"DiCarlo JA,Gheihman G,Lin DJ","DiCarlo JA,Gheihman G,Lin DJ",Reimagining Stroke Rehabilitation and Recovery Across the Care Continuum: Results From a Design-Thinking Workshop to Identify Challenges and Propose Solutions,Archives of Physical Medicine and Rehabilitation,Journal Article,Archives of Physical Medicine and Rehabilitation,2021,102.0,8,10.1016/j.apmr.2021.01.074,https://www.sciencedirect.com/science/article/pii/S0003999321001428;http://dx.doi.org/10.1016/j.apmr.2021.01.074,0003-9993,,1645-1657,"Delivery of health care, Education, Neurological rehabilitation, Stroke, Rehabilitation",English,ScienceDirect,"Systems for stroke rehabilitation and recovery are variable and fragmented; stroke survivors often experience gaps in care with detrimental effects on their recovery. We designed and hosted a multidisciplinary and interactive workshop to discuss challenges facing patients recovering from stroke and to brainstorm solutions. Forty-one participants including clinicians, researchers, and stroke survivors attended the workshop. Participants were surveyed beforehand about challenges facing stroke recovery and results were tabulated as a word cloud. An interactive, design-thinking exercise was conducted that involved completing workbooks, hands-on prototype designing, and presentations, which were then analyzed through qualitative content analysis using an inductive approach. High frequency words in the word cloud of survey responses included access, fragmented, and uncertainty. Qualitative analysis revealed 6 major challenge themes including poor (1) transitions in and (2) access to care; (3) barriers to health insurance; (4) lack of patient support; (5) knowledge gaps; and (6) lack of standardized outcomes. Eleven unique solutions were proposed that centered around new technologies, health care system changes, and the creation of new support roles. Analysis of the alignment between the challenges and solutions revealed that the single proposed solution that solved the most identified challenges was a ``comprehensive stroke clinic with follow-up programs, cutting edge treatments, patient advocation and research.'' Through our interactive design-thinking workshop process and inductive thematic analysis, we identified major challenges facing patients recovering from stroke, collaboratively proposed solutions, and analyzed their alignment. This process offers an innovative approach to reaching consensus among interdisciplinary stakeholders."
"Clark A,Hou Q,Bushnell L,Poovendran R","Clark A,Hou Q,Bushnell L,Poovendran R",Maximizing the smallest eigenvalue of a symmetric matrix: A submodular optimization approach,Automatica,Journal Article,Automatica,2018,95.0,,10.1016/j.automatica.2018.06.016,https://www.sciencedirect.com/science/article/pii/S000510981830308X;http://dx.doi.org/10.1016/j.automatica.2018.06.016,0005-1098,,446-454,"Eigenvalues, Optimization, Distributed control, Networked control, Submodularity, Networks, Matrix algebra",English,ScienceDirect,"This paper studies the problem of selecting a submatrix of a positive definite matrix in order to achieve a desired bound on the smallest eigenvalue of the submatrix. Maximizing this smallest eigenvalue has applications to selecting input nodes in order to guarantee consensus of networks with negative edges as well as maximizing the convergence rate of distributed systems. We develop a submodular optimization approach to maximizing the smallest eigenvalue by first proving that positivity of the eigenvalues of a submatrix can be characterized using the probability distribution of the quadratic form induced by the submatrix. We then exploit that connection to prove that positive-definiteness of a submatrix can be expressed as a constraint on a submodular function. We prove that our approach results in polynomial-time algorithms with provable bounds on the size of the submatrix. We also present generalizations to non-symmetric matrices, alternative sufficient conditions for the smallest eigenvalue to exceed a desired bound that are valid for Laplacian matrices, and a numerical evaluation."
"Dornelas V,Ramos M,Anteneodo C","Dornelas V,Ramos M,Anteneodo C",Impact of network randomness on multiple opinion dynamics,Physica A: Statistical Mechanics and its Applications,Journal Article,Physica A: Statistical Mechanics and its Applications,2018,506.0,,10.1016/j.physa.2018.04.037,https://www.sciencedirect.com/science/article/pii/S0378437118304485;http://dx.doi.org/10.1016/j.physa.2018.04.037,0378-4371,,197-207,"Complex networks, Small-world, Opinion dynamics, Computer simulations",English,ScienceDirect,"People often face the challenge of choosing among different options with similar attractiveness. To study the distribution of preferences that emerge in such situations, a useful approach is to simulate opinion dynamics on top of complex networks, composed by nodes (individuals) and their connections (edges), where the state of each node can be one amongst several opinions including the undecided state. We analyze two different dynamics: the one proposed by Travieso and Fontoura (TF) and the plurality rule (PR), which are paradigmatic of outflow and inflow dynamics, respectively. We are specially interested in the impact of the network randomness on the final distribution of opinions. For that purpose, we consider Watts--Strogatz networks, which possess the small-world property, and where randomness is controlled by a probability p of adding random shortcuts to an initially regular network. Depending on the value of p, the average connectivity 〈k〉, and the initial conditions, the final distribution can be basically (i) consensus, (ii) coexistence of different options, or (iii) predominance of indecision. We find that, in both dynamics, the predominance of a winning opinion is favored by increasing the number of reconnections (shortcuts), promoting consensus. In contrast to the TF case, in the PR dynamics, a fraction of undecided nodes can persist in the final state. In such cases, a maximum number of undecided nodes occurs within the small-world range of p, due to ties in the decision group."
