Item type,Authors,Editors,Title,Journal,Publication year,Volume,Issue,Pages,Publisher,Address,Book title,Date published,ISBN,ISSN,URLs,DOI,Abstract,Keywords,Notes,Series
Journal Article,"Ma L,Wang L,Liu Z",,Multi-level trading community formation and hybrid trading network construction in local energy market,Applied Energy,2021,285.0,,116399,,,,2021,,0306-2619,https://www.sciencedirect.com/science/article/pii/S0306261920317694;http://dx.doi.org/10.1016/j.apenergy.2020.116399,10.1016/j.apenergy.2020.116399,"Community-based trading structures play important roles in the development of local energy market (LEM). In this paper, a decentralized optimization model for the trading community formation is proposed based on the Lp-box consensus alternating direction method of multipliers (ADMM), where the network features of the physical systems are explicitly represented by power loss and wheeling charging in local and regional trading level, respectively. The framework for multi-level hybrid trading network construction is introduced involving three different trading modes, i.e, traditional trading mode, agent-based trading mode and peer-to-peer (P2P) trading mode, and two hybrid trading networks, namely Traditional trading & Agent based trading (TA) and Traditional trading & Peer-to-peer trading & Agent based trading (TPA), are developed based on the trading community formation results. The corresponding profit allocation schemes are also presented for the TA and TPA hybrid trading networks respectively. A set of complex network indices is applied to analyze the network characteristics of the TA and TPA trading topologies, while the link entropy (LE) index is used to evaluate the edge significance of the communication relationship network in maintaining global connectivity. Finally, the proposed models are validated via a test system with six IEEE 33-bus systems connected through the IEEE 9-bus system. The results show that the agent-based strategy can benefit all entities compared with the SDR and contribution-based strategies, while the REO (renewable energy output)-first strategy proposed for P2P pairing is more stimulating for the selling entities with larger REOs than distance-first mode. In addition, the entities' prices in the bi-level trading are significantly improved compared with those of the single-level trading both for agent-based trading and P2P trading. The complex index values of TA are all slightly greater than those of TPA, and a feeder with fewer managers is likely to have a larger LE value. The proposed models for trading community formation and trading network formation provide significant means for the development of sustainable LEMs.","Local energy trading, Trading community formation, Hybrid trading network, P2P trading, Agent-based trading",,
Journal Article,"Reid AT,Lewis J,Bezgin G,Khundrakpam B,Eickhoff SB,McIntosh AR,Bellec P,Evans AC",,"A cross-modal, cross-species comparison of connectivity measures in the primate brain",NeuroImage,2016,125.0,,311-331,,,,2016,,1053-8119,https://www.sciencedirect.com/science/article/pii/S1053811915009696;http://dx.doi.org/10.1016/j.neuroimage.2015.10.057,10.1016/j.neuroimage.2015.10.057,"In systems neuroscience, the term ``connectivity'' has been defined in numerous ways, according to the particular empirical modality from which it is derived. Due to large differences in the phenomena measured by these modalities, the assumptions necessary to make inferences about axonal connections, and the limitations accompanying each, brain connectivity remains an elusive concept. Despite this, only a handful of studies have directly compared connectivity as inferred from multiple modalities, and there remains much ambiguity over what the term is actually referring to as a biological construct. Here, we perform a direct comparison based on the high-resolution and high-contrast Enhanced Nathan Klein Institute (NKI) Rockland Sample neuroimaging data set, and the CoCoMac database of tract tracing studies. We compare four types of commonly-used primate connectivity analyses: tract tracing experiments, compiled in CoCoMac; group-wise correlation of cortical thickness; tractographic networks computed from diffusion-weighted MRI (DWI); and correlational networks obtained from resting-state BOLD (fMRI). We find generally poor correspondence between all four modalities, in terms of correlated edge weights, binarized comparisons of thresholded networks, and clustering patterns. fMRI and DWI had the best agreement, followed by DWI and CoCoMac, while other comparisons showed striking divergence. Networks had the best correspondence for local ipsilateral and homotopic contralateral connections, and the worst correspondence for long-range and heterotopic contralateral connections. k-Means clustering highlighted the lowest cross-modal and cross-species consensus in lateral and medial temporal lobes, anterior cingulate, and the temporoparietal junction. Comparing the NKI results to those of the lower resolution/contrast International Consortium for Brain Imaging (ICBM) dataset, we find that the relative pattern of intermodal relationships is preserved, but the correspondence between human imaging connectomes is substantially better for NKI. These findings caution against using ``connectivity'' as an umbrella term for results derived from single empirical modalities, and suggest that any interpretation of these results should account for (and ideally help explain) the lack of multimodal correspondence.","Connectomics, Tract tracing, CoCoMac, Resting state functional MRI, Cortical thickness, Structural covariance, Diffusion-weighted MRI, Hierarchical clustering, -Means clustering",,
Journal Article,D'Acunto M,,Protein-DNA target search relies on quantum walk,Biosystems,2021,201.0,,104340,,,,2021,,0303-2647,https://www.sciencedirect.com/science/article/pii/S0303264720302112;http://dx.doi.org/10.1016/j.biosystems.2020.104340,10.1016/j.biosystems.2020.104340,"Protein-DNA interactions play a fundamental role in all life systems. A critical issue of such interactions is given by the strategy of protein search for specific targets on DNA. The mechanisms by which the protein are able to find relatively small cognate sequences, typically 15--20 base pairs (bps) for repressors, and 4--6 bps for restriction enzymes among the millions of bp of non-specific chromosomal DNA have hardly engaged researchers for decades. Recent experimental studies have generated new insights on the basic processes of protein-DNA interactions evidencing the underlying complex dynamic phenomena involved, which combine three-dimensional and one-dimensional motion along the DNA chain. It has been demonstrated that protein molecules have an extraordinary ability to find the target very quickly on the DNA chain, in some cases, with two orders of magnitude faster than the diffusion limit. This unique property of protein-DNA search mechanism is known as facilitated diffusion. Several theoretical mechanisms have been suggested to describe the origin of facilitated diffusion. However, none of such models currently has the ability to fully describe the protein search strategy. In this paper, we suggest that the ability of proteins to identify consensus sequences on DNA is based on the entanglement of π-π electrons between DNA nucleotides and protein amino acids. The π-π entanglement is based on Quantum Walk (QW), through Coin-position entanglement (CPE). First, the protein identifies a dimer belonging to the consensus sequence, and localize a π on such dimer, hence, the other π electron scans the DNA chain until the sequence is identified. Focusing on the example of recognition of consensus sequences of EcoRV or EcoRI, we will describe the quantum features of QW on protein-DNA complexes during the search strategy, such as walker quadratic spreading on a coherent superposition of different vertices and environment-supported long-time survival probability of the walker. We will employ both discrete- or continuous-time versions of QW. Biased and unbiased classical Random Walk (CRW) have been used for a long time to describe the Protein-DNA search strategy. QW, the quantum version of CRW, has been widely studied for its applications in quantum information applications. In our biological application, the walker (the protein) resides at a vertex in a graph (the DNA structural topology). Differently to CRW, where the walker moves randomly, the quantum walker can hop along the edges in the graph to reach other vertices entering coherently a superposition across different vertices spreading quadratically faster than CRW analogous evidencing the typical speed up features of the QW. When applied to a protein-DNA target search problem, QW gives the possibility to achieve the experimental diffusional motion of proteins over diffusion classical limits experienced along DNA chains exploiting quantum features such as CPE and long-time survival probability supported by the environment. In turn, we come to the conclusion that, under quantum picture, the protein search strategy does not distinguish between one-dimensional (1D) and three-dimensional (3D) cases.","Protein-DNA binding selection, Classical random and quantum walk, Coin-position entanglement, Restriction enzymes EcoRV EcoRI, GATATC GAATTC sequences",,
Journal Article,"Shi F,Tan X,Zhou C,Liu Y",,"Impact of asymmetric uplift on mountain asymmetry: Analytical solution, numerical modeling, and natural examples",Geomorphology,2021,389.0,,107862,,,,2021,,0169-555X,https://www.sciencedirect.com/science/article/pii/S0169555X21002701;http://dx.doi.org/10.1016/j.geomorph.2021.107862,10.1016/j.geomorph.2021.107862,"Mountain asymmetry is defined by the ratio of the lengths of two river systems across a drainage divide and is determined by the normalized location of the drainage divide. Understanding how asymmetric uplift influences the drainage divide, and therefore mountain asymmetry, is one of the preconditions for extracting tectonic information from topography. However, there is no consensus on this fundamental problem. Here we combined analytical solutions and numerical landscape evolution modeling to examine the impact of two key parameters (uplift gradient, and ratio of uplift rates at two edges) on mountain asymmetry. We followed the convention by assuming uniform gradient of uplift rate and erosion coefficient across the drainage divide. Our analytical approach and numerical simulations show that mountain asymmetry is not always controlled by the uplift gradient as previously suggested; instead, it is governed by the ratio of uplift rates at two edges across the divide. We quantified the relationship between the normalized divide location and the ratio of uplift rates. We applied the new formula to two natural examples to reconstruct the tectonics from the locations of the drainage divides. Moreover, we compared the influences of vertical and horizontal movements on the mountain asymmetry in different situations. The result suggests that in mountain belt with weak tectonic activity or high erosion coefficient, the mountain asymmetry is mainly controlled by the ratio of uplift rates.","Drainage divide, Mountain asymmetry, Numerical modeling, Landscape evolution, Asymmetric uplift, Tectonic geomorphology",,
Journal Article,"Popovych OV,Jung K,Manos T,Diaz-Pier S,Hoffstaedter F,Schreiber J,Yeo BT,Eickhoff SB",,Inter-subject and inter-parcellation variability of resting-state whole-brain dynamical modeling,NeuroImage,2021,236.0,,118201,,,,2021,,1053-8119,https://www.sciencedirect.com/science/article/pii/S105381192100478X;http://dx.doi.org/10.1016/j.neuroimage.2021.118201,10.1016/j.neuroimage.2021.118201,"Modern approaches to investigate complex brain dynamics suggest to represent the brain as a functional network of brain regions defined by a brain atlas, while edges represent the structural or functional connectivity among them. This approach is also utilized for mathematical modeling of the resting-state brain dynamics, where the applied brain parcellation plays an essential role in deriving the model network and governing the modeling results. There is however no consensus and empirical evidence on how a given brain atlas affects the model outcome, and the choice of parcellation is still rather arbitrary. Accordingly, we explore the impact of brain parcellation on inter-subject and inter-parcellation variability of model fitting to empirical data. Our objective is to provide a comprehensive empirical evidence of potential influences of parcellation choice on resting-state whole-brain dynamical modeling. We show that brain atlases strongly influence the quality of model validation and propose several variables calculated from empirical data to account for the observed variability. A few classes of such data variables can be distinguished depending on their inter-subject and inter-parcellation explanatory power.","Brain atlas, Whole-brain model, Resting-state brain dynamics, Simulations, Brain connectome, Model validation",,
Journal Article,"Zhang W,Zuo Z,Wang Y",,Coordination for second-order multi-agent systems with velocity and communication constraints,Neurocomputing,2020,375.0,,51-61,,,,2020,,0925-2312,https://www.sciencedirect.com/science/article/pii/S092523121931344X;http://dx.doi.org/10.1016/j.neucom.2019.09.076,10.1016/j.neucom.2019.09.076,"This paper studies the consensus problem of second-order multi-agent systems by means of the event-triggered approach. A novel protocol, which relaxes the mutual requirement on the velocity measurements of nodes, is proposed under the general directed topology. The proposed law is further extended to the case of changing coupling gains, that is, the node/edge-based scheme. It suggests that the variable coupling weights merely enhance or weaken the communication capacity among the nodes, while do not essentially change the structure of sensing graph. It hence gives some insight into the balance between performance index and configuration budget. Moreover, compared with the infinite precision computation algorithm, our quantization-based triggering rule is concretely designed to explore mild consensus criteria. Finally, numerical examples are presented to support the effectiveness of the proposed cooperation rules.","Second-order multi-agent systems, Consensus, Time-varying gain, Event-triggered control, Quantization",,
Journal Article,"Wang J,Chen K,Lewis FL",,Coordination of multi-agent systems on interacting physical and communication topologies,Systems & Control Letters,2017,100.0,,56-65,,,,2017,,0167-6911,https://www.sciencedirect.com/science/article/pii/S0167691117300038;http://dx.doi.org/10.1016/j.sysconle.2016.12.008,10.1016/j.sysconle.2016.12.008,"A new framework is given for coordination of multi-agent systems that are interconnected by a physical coupling digraph. The edges of this graph represent physical couplings between agents that are fixed due to dynamical interactions. On top of the physical graph, distributed control protocols are designed where the allowed communications between agents for control purposes are prescribed by a second fixed communication digraph. The physical and communication digraphs are generally different and the combination of these two graphs forms a cyber-physical system. The interactions between physical and communication graphs are the focus of this paper. We consider different interactions between two graphs, including the case when their pinned Laplacian commutes, the case of the communication graph with diagonalizable pinned Laplacian, and the case of two general graphs. Moreover, within each graph, the relations between the agents can be either collaborative or antagonistic. To capture this, the theory of bipartite consensus is used. Coordination protocols for different cases are designed that are distributed with respect to the communication graph, and overcome the detrimental effects of the signed physical graph. The proposed control methods are illustrated by simulation examples.","Consensus, Bipartite consensus, Multi-agent systems, Two interaction graphs",,
Journal Article,"Xu M,Hao F",,Fully distributed observer-based tracking control for Lur'e systems with event-triggered communication,Journal of the Franklin Institute,2022,359.0,9,4556-4586,,,,2022,,0016-0032,https://www.sciencedirect.com/science/article/pii/S0016003222002472;http://dx.doi.org/10.1016/j.jfranklin.2022.04.014,10.1016/j.jfranklin.2022.04.014,"This paper investigates the problem of cooperative tracking for Lur'e systems under directed spanning tree topology. First, a control protocol is proposed to achieve cooperative tracking consensus by a distributed observer, which utilizes only the states of neighboring agents based on the event-triggering conditions with mixed node and edge. Then, an improved tracking protocol is developed by considering the case that only the outputs of neighbors can be obtained. With the aid of adaptive updating parameters, the two protocols do not utilize the minimum eigenvalue of Laplacian matrix, and can deal with the nonlinear dynamics of Lur'e systems in a fully distributed manner. Moreover, with the Lyapunov analysis framework, the tracking errors can be proved to converge to zero in both cases. Zeno behavior is excluded from the event-triggering conditions containing states and outputs of neighbors. Finally, the effectiveness of the proposed protocols is verified by two numerical simulations.",,,
Journal Article,"Wang L,Luo J,Wang H,Li T",,Markov clustering ensemble,Knowledge-Based Systems,2022,251.0,,109196,,,,2022,,0950-7051,https://www.sciencedirect.com/science/article/pii/S0950705122005950;http://dx.doi.org/10.1016/j.knosys.2022.109196,10.1016/j.knosys.2022.109196,"Clustering ensemble is an unsupervised ensemble learning method that is very important in machine learning, since it integrates multiple weak base clustering results to produce a strong consistency result. This paper proposes the Markov clustering ensemble (MCE) model to solve the weak stability and robustness of soft clustering ensemble. First, the base clustering algorithms are regarded as new features of the original datasets. Then, the results of the base clustering algorithms are the values of these features, which can break through the framework of consensus cluster ensemble. Second, as the base clustering results are discrete data, the maximum information coefficient is applied to measure their similarity. Accordingly, a graph-based cluster ensemble model can be constructed with row vectors as vertices and the similarity between row vectors as edges. Then, the Markov process can be applied to infer the graph-based cluster ensemble model; therefore, the MCE algorithm is designed according to the inference. To test the performance of the MCE algorithm, clustering algorithms and clustering ensemble algorithms are used to conduct comparative experiments on ten datasets. The experimental results show that the MCE algorithm outperforms the other algorithms in terms of accuracy and purity.","Machine learning, Unsupervised learning, Markov clustering ensemble model, Markov clustering ensemble algorithm",,
Journal Article,"DiCarlo JA,Gheihman G,Lin DJ",,Reimagining Stroke Rehabilitation and Recovery Across the Care Continuum: Results From a Design-Thinking Workshop to Identify Challenges and Propose Solutions,Archives of Physical Medicine and Rehabilitation,2021,102.0,8,1645-1657,,,,2021,,0003-9993,https://www.sciencedirect.com/science/article/pii/S0003999321001428;http://dx.doi.org/10.1016/j.apmr.2021.01.074,10.1016/j.apmr.2021.01.074,"Systems for stroke rehabilitation and recovery are variable and fragmented; stroke survivors often experience gaps in care with detrimental effects on their recovery. We designed and hosted a multidisciplinary and interactive workshop to discuss challenges facing patients recovering from stroke and to brainstorm solutions. Forty-one participants including clinicians, researchers, and stroke survivors attended the workshop. Participants were surveyed beforehand about challenges facing stroke recovery and results were tabulated as a word cloud. An interactive, design-thinking exercise was conducted that involved completing workbooks, hands-on prototype designing, and presentations, which were then analyzed through qualitative content analysis using an inductive approach. High frequency words in the word cloud of survey responses included access, fragmented, and uncertainty. Qualitative analysis revealed 6 major challenge themes including poor (1) transitions in and (2) access to care; (3) barriers to health insurance; (4) lack of patient support; (5) knowledge gaps; and (6) lack of standardized outcomes. Eleven unique solutions were proposed that centered around new technologies, health care system changes, and the creation of new support roles. Analysis of the alignment between the challenges and solutions revealed that the single proposed solution that solved the most identified challenges was a ``comprehensive stroke clinic with follow-up programs, cutting edge treatments, patient advocation and research.'' Through our interactive design-thinking workshop process and inductive thematic analysis, we identified major challenges facing patients recovering from stroke, collaboratively proposed solutions, and analyzed their alignment. This process offers an innovative approach to reaching consensus among interdisciplinary stakeholders.","Delivery of health care, Education, Neurological rehabilitation, Stroke, Rehabilitation",,
Journal Article,Zimmerer A,,Editorial Commentary: Hip Dysplasia---Arthroscopic Femoroacetabular Impingement Versus Periacetabular Osteotomy: Do Not FEAR the Size of the Next Step,Arthroscopy: The Journal of Arthroscopic & Related Surgery,2022,38.0,2,382-384,,,,2022,,0749-8063,https://www.sciencedirect.com/science/article/pii/S0749806321006617;http://dx.doi.org/10.1016/j.arthro.2021.06.032,10.1016/j.arthro.2021.06.032,"Abstract Hip dysplasia is characterized by inadequate acetabular coverage of the femoral head. There is a consensus that hip dysplasia with a lateral center edge angle (LCEA) less than18$ ^\circ$ should be treated with realignment of acetabular coverage by acetabular osteotomy, but there is controversy whether milder, borderline dysplasia with an LCEA between 18$ ^\circ$ and 25$ ^\circ$ should be treated with arthroscopy or acetabular reorientation. Identifying whether the problem is related to dysplasia or femoroacetabular impingement syndrome is essential, and a crucial factor is whether the hip is unstable. A femoroepiphyseal acetabular roof (FEAR) index with a cutoff value of 2 predicts hip stability with 90% probability, even with a normative LCEA. In addition, according to the anterior-wall index (AWI), the anterior acetabular border should cross onto the middle third of the medial femoral head radius on a line that runs parallel to the femoral neck axis through the center of the femoral head. A reduced AWI suggests a deficient anterior rim. Next, lateral labrum length correlates with the FEAR index and anterior labrum length with AWI, i.e., anterior dysplasia. Consequently, the lateral labrum increases in size with progressive instability, and the anterior labrum increases in size with decreased anterior coverage. Threshold values for labrum size should be defined to guide clinical decision making. Ultimately, we require an algorithm to guide arthroscopy versus bony correction.",,,
Journal Article,"Clark A,Hou Q,Bushnell L,Poovendran R",,Maximizing the smallest eigenvalue of a symmetric matrix: A submodular optimization approach,Automatica,2018,95.0,,446-454,,,,2018,,0005-1098,https://www.sciencedirect.com/science/article/pii/S000510981830308X;http://dx.doi.org/10.1016/j.automatica.2018.06.016,10.1016/j.automatica.2018.06.016,"This paper studies the problem of selecting a submatrix of a positive definite matrix in order to achieve a desired bound on the smallest eigenvalue of the submatrix. Maximizing this smallest eigenvalue has applications to selecting input nodes in order to guarantee consensus of networks with negative edges as well as maximizing the convergence rate of distributed systems. We develop a submodular optimization approach to maximizing the smallest eigenvalue by first proving that positivity of the eigenvalues of a submatrix can be characterized using the probability distribution of the quadratic form induced by the submatrix. We then exploit that connection to prove that positive-definiteness of a submatrix can be expressed as a constraint on a submodular function. We prove that our approach results in polynomial-time algorithms with provable bounds on the size of the submatrix. We also present generalizations to non-symmetric matrices, alternative sufficient conditions for the smallest eigenvalue to exceed a desired bound that are valid for Laplacian matrices, and a numerical evaluation.","Eigenvalues, Optimization, Distributed control, Networked control, Submodularity, Networks, Matrix algebra",,
Journal Article,"Dornelas V,Ramos M,Anteneodo C",,Impact of network randomness on multiple opinion dynamics,Physica A: Statistical Mechanics and its Applications,2018,506.0,,197-207,,,,2018,,0378-4371,https://www.sciencedirect.com/science/article/pii/S0378437118304485;http://dx.doi.org/10.1016/j.physa.2018.04.037,10.1016/j.physa.2018.04.037,"People often face the challenge of choosing among different options with similar attractiveness. To study the distribution of preferences that emerge in such situations, a useful approach is to simulate opinion dynamics on top of complex networks, composed by nodes (individuals) and their connections (edges), where the state of each node can be one amongst several opinions including the undecided state. We analyze two different dynamics: the one proposed by Travieso and Fontoura (TF) and the plurality rule (PR), which are paradigmatic of outflow and inflow dynamics, respectively. We are specially interested in the impact of the network randomness on the final distribution of opinions. For that purpose, we consider Watts--Strogatz networks, which possess the small-world property, and where randomness is controlled by a probability p of adding random shortcuts to an initially regular network. Depending on the value of p, the average connectivity 〈k〉, and the initial conditions, the final distribution can be basically (i) consensus, (ii) coexistence of different options, or (iii) predominance of indecision. We find that, in both dynamics, the predominance of a winning opinion is favored by increasing the number of reconnections (shortcuts), promoting consensus. In contrast to the TF case, in the PR dynamics, a fraction of undecided nodes can persist in the final state. In such cases, a maximum number of undecided nodes occurs within the small-world range of p, due to ties in the decision group.","Complex networks, Small-world, Opinion dynamics, Computer simulations",,
Journal Article,"Shi Y,Alsusa E,Baidas MW",,"A survey on downlink--uplink decoupled access: Advances, challenges, and open problems",Computer Networks,2022,213.0,,109040,,,,2022,,1389-1286,https://www.sciencedirect.com/science/article/pii/S1389128622001906;http://dx.doi.org/10.1016/j.comnet.2022.109040,10.1016/j.comnet.2022.109040,"The emergence of new uplink (UL) intensive applications, coupled with the ambitious vision of the Internet-of-Things (IoT), will soon unleash unprecedented increases in UL wireless data traffic. However, current network designs are mainly concerned with optimizing the downlink (DL) performance, hence cannot give full play to UL communications. Exacerbated by high path-loss and low UL to DL duration ratio in the 5G new radio time division duplex (TDD-NR) spectrum, the UL capacity is much smaller than that of the DL one. To overcome such a problem, a DL--UL decoupled access (DUDe) approach has been proposed, in which the users are allowed to connect to different base-stations (BSs) at different frequency bands in each link direction. Moreover, DUDe can be an add-on to many 5G (and beyond) technologies, such as millimeter-wave communication, multi-connectivity, device-to-device (D2D) communication, cellular-enabled unmanned aerial vehicle (UAV) communication, and mobile edge computing (MEC). However, despite the apparent consensus on its advantages, the realization of DUDe in 5G networks is in its infancy and still requires more efforts from both academia and industry. This survey provides a holistic overview on the DUDe approach, including operating bands DUDe (i.e. supplementary UL) and serving BS DUDe, reviews its fundamentals and explores potential use-cases. Other 5G UL coverage enhancement technologies, such as UL carrier aggregation, evolved universal terrestrial radio access-new radio (EUTRA-NR) dual connectivity (EN-DC), and UL Tx Switching are also compared with DUDe. Lastly, cutting edge research works in this area are summarized along with a discussion on the potential challenges and open research problems.","Downlink and uplink decoupling, Supplementary uplink, EN-DC, Uplink carrier aggregation, UL Tx switching, Uplink coverage enhancement technologies, 5G and beyond mobile communications",,
Journal Article,"Xenakis A,Karageorgos A,Lallas E,Chis AE,González-Vélez H",,Towards Distributed IoT/Cloud based Fault Detection and Maintenance in Industrial Automation,Procedia Computer Science,2019,151.0,,683-690,,,,2019,,1877-0509,https://www.sciencedirect.com/science/article/pii/S1877050919305538;http://dx.doi.org/10.1016/j.procs.2019.04.091,10.1016/j.procs.2019.04.091,"Industrial Internet of Things (IIoT) automation should be based on a framework that guarantees flexible and energy efficient monitoring and control, without the need for frequent human intervention. The ability to analyse and process machine faults in real time is vital, however it poses many technical difficulties and challenges, mainly for industrial application environments. In our paper, we propose a novel, energy efficient, IoT and Cloud based decentralised framework for real time machine condition monitoring (MCM) and fault prediction, where computational demanding tasks are distributed across fog nodes and decision fusion rules are set and controlled by the Cloud. In particular, data acquisition phase is done by sensors distributed across machines, feature extraction and health condition classification is done by fog nodes, after receiving data and instructions as processed by the Cloud node. Our framework is based on collaboration and information flow among IoT, Fog and Cloud layers. To this purpose, we formulate a global consensus cross layer optimisation problem, concerning industrial healthy status monitoring, and we solve it in a distributed manner by applying asynchronous altering direction method of multipliers (ADMM) algorithm.","Industrial Internet of Things, Fault Detection, Industrial Automation, ADMM Optimisation","The 10th International Conference on Ambient Systems, Networks and Technologies (ANT 2019) / The 2nd International Conference on Emerging Data and Industry 4.0 (EDI40 2019) / Affiliated Workshops",
Journal Article,"Miglani A,Kumar N,Chamola V,Zeadally S",,"Blockchain for Internet of Energy management: Review, solutions, and challenges",Computer Communications,2020,151.0,,395-418,,,,2020,,0140-3664,https://www.sciencedirect.com/science/article/pii/S0140366419314951;http://dx.doi.org/10.1016/j.comcom.2020.01.014,10.1016/j.comcom.2020.01.014,"After smart grid, Internet of Energy (IoE) has emerged as a popular technology in the energy sector by integrating different forms of energy. IoE uses Internet to collect, organize, optimize and manage the networks energy information from different edge devices in order to develop a distributed smart energy infrastructure. Sensors and communication technologies are used to collect data and to predict demand and supply by consumers and suppliers respectively. However, with the development of renewable energy resources, Electric Vehicles (EVs), smart grid and Vehicle-to-grid (V2G) technology, the existing energy sector started shifting towards distributed and decentralized solutions. Moreover, the security and privacy issues because of centralization is another major concern for IoE technology. In this context, Blockchain technology with the features of automation, immutability, public ledger facility, irreversibility, decentralization, consensus and security has been adopted in the literature for solving the prevailing problems of centralized IoE architecture. By leveraging smart contracts, blockchain technology enables automated data exchange, complex energy transactions, demand response management and Peer-to-Peer (P2P) energy trading etc. Blockchain will play vital role in the evolution of the IoE market as distributed renewable resources and smart grid network are being deployed and used. We discuss the potential and applications of blockchain in the IoE field. This article is build on the literature research and it provides insight to the end-user regarding the future IoE scenario in the context of blockchain technology. Lastly this article discusses the different consensus algorithm for IoE technology.","Consensus algorithm, Blockchain, Internet of Energy, Smart grid, Vehicle-to-grid",,
Journal Article,"Gao H,Ju Y,Santibanez Gonzalez ED,Zhang W",,Green supplier selection in electronics manufacturing: An approach based on consensus decision making,Journal of Cleaner Production,2020,245.0,,118781,,,,2020,,0959-6526,https://www.sciencedirect.com/science/article/pii/S0959652619336510;http://dx.doi.org/10.1016/j.jclepro.2019.118781,10.1016/j.jclepro.2019.118781,"Due to the continuous cost reduction and technological innovation, electronic products are easily accessible to individuals and become omnipresent in our day-to-day lives. For electronics manufacturing enterprises, the pressure to maintain a competitive edge and the urgency to implement sustainable development makes the optimal selection of green supplier a necessity during operations. Although some studies have given some methods for green supplier selection, the consensus problem has not been sufficiently studied in the existing methods. In order to solve this problem, we propose a group consensus decision making framework to help choosing the best green supplier for electronics manufacturing. Firstly, decision makers' preferences between the alternatives considered with respect to each criterion are elicited by the paired comparison method, and expressed as probabilistic linguistic preference relations. Secondly, a new consistency measure is defined and a convergent algorithm is described to aid the consistency improvement process in a given probabilistic linguistic preference relation. The algorithm adopts a local revision strategy and can be easily interpreted. Further, for the consensus model, in each round of this dynamic and interactive model, the most incompatible expert is asked to revise his/her judgment according to judgment feedback mechanism. If the expert rejects the suggestion, his/her weight of importance will be decreased based on the weighting feedback mechanism. Finally, a case study of selecting green supplier is provided to illustrate the application of the proposed group consensus decision making framework.","Green supplier selection, Probabilistic linguistic preference relations, Consistency, Consensus decision making",,
Journal Article,"Nicolini C,Forcellini G,Minati L,Bifone A",,Scale-resolved analysis of brain functional connectivity networks with spectral entropy,NeuroImage,2020,211.0,,116603,,,,2020,,1053-8119,https://www.sciencedirect.com/science/article/pii/S1053811920300902;http://dx.doi.org/10.1016/j.neuroimage.2020.116603,10.1016/j.neuroimage.2020.116603,"Functional connectivity is derived from inter-regional correlations in spontaneous fluctuations of brain activity, and can be represented in terms of complete graphs with continuous (real-valued) edges. The structure of functional connectivity networks is strongly affected by signal processing procedures to remove the effects of motion, physiological noise and other sources of experimental error. However, in the absence of an established ground truth, it is difficult to determine the optimal procedure, and no consensus has been reached on the most effective approach to remove nuisance signals without unduly affecting the network intrinsic structural features. Here, we use a novel information-theoretic approach, based on von Neumann entropy, which provides a measure of information encoded in the networks at different scales. We also define a measure of distance between networks, based on information divergence, and optimal null models appropriate for the description of functional connectivity networks, to test for the presence of nontrivial structural patterns that are not the result of simple local constraints. This formalism enables a scale-resolved analysis of the distance between a functional connectivity network and its maximally random counterpart, thus providing a means to assess the effects of noise and image processing on network structure. We apply this novel approach to address a few open questions in the analysis of brain functional connectivity networks. Specifically, we demonstrate a strongly beneficial effect of network sparsification by removal of the weakest links, and the existence of an optimal threshold that maximizes the ability to extract information on large-scale network structures. Additionally, we investigate the effects of different degrees of motion at different scales, and compare the most popular processing pipelines designed to mitigate its deleterious effect on functional connectivity networks. We show that network sparsification, in combination with motion correction algorithms, dramatically improves detection of large scale network structure.","Resting-state, Null models, Threshold, Motion correction, Graph theory, Spectral entropy",,
Journal Article,Kim Y,,Efficient identification of link importance in dynamic networks,Journal of the Franklin Institute,2015,352.0,9,3716-3729,,,,2015,,0016-0032,https://www.sciencedirect.com/science/article/pii/S0016003214003275;http://dx.doi.org/10.1016/j.jfranklin.2014.11.011,10.1016/j.jfranklin.2014.11.011,"For a given network topology of linking dynamical systems, determining the least or the most important link(s) or edge(s) in dynamic networks is a complex combinatorial optimization problem. The purpose of solving this problem is to modify the given network topology, in the hope of using a less number of costly communication links while keeping or improving the network׳s performance. In this paper, this identification of link importance is approached via finding the least or the most sensitive edge(s) by analytically obtaining the sensitivity of each edge or numerically solving LMIs (linear matrix inequalities). The proposed schemes are applied to a consensus network, a vehicle network and random networks to support their merit.",,"Special Issue on Synchronizability, Controllability and Observability of Networked Multi-Agent Systems",
